reason_id,sample_id,file_name,parse_basis,why_someone_might_select,first_glance_value,viewer_problem_value,retention_mechanism,visual_value,core_value_carrier,codex_should_learn,content_archetype,route_decision,candidate_status,problem_action_bridge_seconds,native_completeness_score,repackaging_value_score,teachability_score,risk_boundary,confidence
positive_reason_092,ai_needed_092,只需两个动作肚子平了臀翘了.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000：主讲人坐姿持球，大字幕‘只需两个动作 肚子平了臀翘了’；00:00:01.000：延续同一场景，字幕重复痛点与结果，画面无变化,hip_glute_shape,动作演示；字幕强化；前后对比图,画面始终为单人室内演示；主讲人穿运动装，使用粉色瑜伽球；每帧顶部固定黄字标题‘高段位女性都在练盆底…’；左下角有‘练习前/后’腰臀对比图；左侧竖排文字‘传播女性正能量 拒绝焦虑’；动作从坐姿过渡到跪姿，逐步抬臂；无口播文字可见，仅字幕信息；对比图中‘练习后’状态明显优于‘练习前’，但无法判断是否P图,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,single_action_tts_teaching,positive_reference_only,pending_user_review,2.888,5,5,4,pending_user_review,high
positive_reason_093,ai_needed_093,只需四个动作告别松弛漏水尴尬.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000：坐姿+字幕‘只需四个动作 告别松弛漏水尴尬’，画面含粉色球、黄绿裤装，明确痛点与解决方案标题,leakage_embarrassment；pelvic_floor,动作演示；图解对比；口令计数,画面始终为同一女性在室内场景演示；共4个独立动作模块，每模块含统一字幕格式（黄色底+黑字动作名+次数）、小图解（盆底肌/臀线/腰腹对比图）；左侧竖排文字‘传播女性正能量 拒绝羞辱你’贯穿全片；无口播文字可见，仅字幕信息,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,movement_correction,positive_reference_only,pending_user_review,1,5,5,4,health_action_risk_pending_professional_review,high
positive_reason_094,ai_needed_094,只需四个动作臀翘了小肚子平了.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000：主讲人坐姿持球，大字幕‘只需四个动作 臀翘了小肚子平了’；00:00:01.000：四组对比图+字幕‘30岁过后都去练八爪鱼…’,belly_core_pressure；hip_glute_shape,单动作循环演示；字幕强调频次与目标肌群,画面以坐姿夹球动作为核心，全程仅一个基础动作变体；字幕反复出现‘30岁过后’‘四个动作每天100个’‘小肚子平了 腰细了 臀变翘了’‘练习盆底肌’；顶部四宫格为腹部/臀部前后对比图；无讲解手势、无解剖图示、无错误示范,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,single_action_tts_teaching,positive_reference_only,pending_user_review,3.055,5,5,3,health_action_risk_pending_professional_review,high
positive_reason_095,ai_needed_095,四个动作修复盆底肌.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000（标题‘盆底肌恢复’+‘练四个动作’）+ 00:00:01.000（字幕‘如果你每天坚持做’）构成问题引入,pelvic_floor,动作演示；解剖图对比；步骤口令；前后状态图解,画面含标题字幕‘盆底肌恢复’‘练四个动作’；多帧出现解剖对比图（萎缩/修复盆底肌、产前产后骨盆、假胯宽改善前后）；动作演示含静态臀桥、仰卧内收拢闭合等；字幕含‘如果你每天坚持做’‘慢慢就能恢复到’‘50次静态臀桥’‘会一点点向内收拢闭合’‘都会慢慢改善消失’,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,single_action_tts_teaching,positive_reference_only,pending_user_review,5.864,5,5,4,health_action_risk_pending_professional_review,high
positive_reason_096,ai_needed_096,四个动作告别跑跳漏水的问题6.1（2）.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000（标题字幕+坐姿演示开场）、00:00:01.000（背对镜头+字幕‘不管你多大年龄’强化痛点）,leakage_embarrassment,动作演示；解剖图解；口令引导,画面始终为同一女性在室内地毯上示范动作；字幕反复出现‘四个动作告别跑跳漏水的问题’；第4帧插入盆底肌对比解剖图；后段出现‘上下拍击100次’‘左右提臀100次’动作指令；结尾用卡通插图强化情绪结果,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,movement_correction,positive_reference_only,pending_user_review,4.585,5,5,4,health_action_risk_pending_professional_review,high
positive_reason_097,ai_needed_097,女性再懒也要练这四个动作6.5.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000：坐姿+大字幕‘女性再懒也要练 这四个动作’；00:00:01.000：切至第一动作预备位，字幕同步出现‘动作一’,postpartum_or_age_group,动作演示；口令计数；字幕标注动作名称与次数,8帧画面完整覆盖4个 seated pelvic floor/exercise 动作；每动作配黄底黑字标题（动作一至四）及具体口令（如‘360°拧毛巾×左右各50个’）；全程同一场景、同一人物、同一服装；无切换背景或多人；字幕重复主标语‘女人再懒也要练 每天100个越练越致’；左下角小字‘非医疗保健科普 仅供参考’,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,single_action_tts_teaching,positive_reference_only,pending_user_review,2.871,5,5,5,health_action_risk_pending_professional_review,high
positive_reason_098,ai_needed_098,宝妈必看.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000（‘千万别划走’+‘宝妈必看’字幕，正对镜头坐姿）,general_body_management,动作演示；图解对比；口令引导,画面中女性穿运动服，坐瑜伽小球做骨盆/核心相关动作；字幕含‘宝妈必看’‘谁都可以划走’‘不管你30 40 50’‘每天坐在瑜伽小球上’‘小腹慢慢变平坦’‘通通消失’；第6帧插入前后臀部对比图（红框标出）；动作从正面坐→侧坐→跪坐→背坐递进；无明显口播文字外显,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,single_action_tts_teaching,positive_reference_only,pending_user_review,6.88,5,5,4,health_action_risk_pending_professional_review,high
positive_reason_099,ai_needed_099,小肚子凸出.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000（标题‘小肚子凸出’+‘别乱练’+坐姿讲解）,belly_core_pressure,动作演示；字幕口令；步骤分解,画面主体为女性在地毯上示范腹部训练动作，使用粉色瑜伽球；字幕重复强调‘每天碎片10分钟’‘告别小腹婆’‘利用瑜伽小球的不稳定性’；动作从坐姿引入，过渡至仰卧位多阶段腿部控制练习；无口播画面仅字幕与动作；左下角固定标注‘非医疗保健科普 仅供参考’,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,movement_correction,positive_reference_only,pending_user_review,1,5,5,4,health_action_risk_pending_professional_review,high
positive_reason_100,ai_needed_100,小腹凸出 妈妈臀就练这几个动作6.15.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000（正面坐姿+主标题字幕‘小腹凸出 妈妈臀 就练这几个动作’）+00:00:01.000（背对坐椅+相同标题+‘因为你每天坚持’）构成开场痛点锚定,belly_core_pressure；hip_glute_shape；postpartum_or_age_group,动作演示；解剖图示；口令计数；对比图（前后腹部）,画面含重复主标题字幕‘小腹凸出 妈妈臀 就练这几个动作’；多帧出现‘非医疗保健科普 仅供参考’小字；00:00:04.284与00:00:11.424含腹部/盆底肌对比图与解剖示意图；00:00:19.040有‘上下拍击100次’口令；结尾00:00:23.450用卡通形象遮挡私密部位并配结果承诺字幕,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,single_action_tts_teaching,positive_reference_only,pending_user_review,4.284,5,4,5,health_action_risk_pending_professional_review,high
positive_reason_101,ai_needed_101,小腹突出.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 topic_title_hook，指向 belly_core_pressure，且核心资产是 result_or_problem_statement；待多模态复核后才能确认画面/口播成立。,topic_title_hook：小腹突出,belly_core_pressure,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,problem_hook_reference,positive_reference_title_metadata_only,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_102,ai_needed_102,居家四个动作告别坠胀漏氵烦恼6.8（2）.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 pain_point_hook，指向 leakage_embarrassment；pelvic_floor，且核心资产是 visible_action_or_prop_demo；待多模态复核后才能确认画面/口播成立。,pain_point_hook：居家四个动作告别坠胀漏水烦恼,leakage_embarrassment；pelvic_floor,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,single_action_tts_teaching,action_repackaging_reference_candidate,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_103,ai_needed_103,悬垂腹.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 topic_title_hook，指向 belly_core_pressure，且核心资产是 result_or_problem_statement；待多模态复核后才能确认画面/口播成立。,topic_title_hook：悬垂腹,belly_core_pressure,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,problem_hook_reference,positive_reference_title_metadata_only,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_104,ai_needed_104,悬垂腹别盲目的去卷腹.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 topic_title_hook，指向 belly_core_pressure，且核心资产是 result_or_problem_statement；待多模态复核后才能确认画面/口播成立。,topic_title_hook：悬垂腹别盲目的去卷腹,belly_core_pressure,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,problem_hook_reference,positive_reference_title_metadata_only,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_105,ai_needed_105,想要小腹平坦一个小球帮你搞定6.4（2）.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 topic_title_hook，指向 belly_core_pressure，且核心资产是 visible_action_or_prop_demo；待多模态复核后才能确认画面/口播成立。,topic_title_hook：想要小腹平坦一个小球帮你搞定,belly_core_pressure,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,single_action_tts_teaching,action_repackaging_reference_candidate,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_106,ai_needed_106,扁平臀臀凹陷就练这两个动作.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 topic_title_hook，指向 hip_glute_shape，且核心资产是 visible_action_or_prop_demo；待多模态复核后才能确认画面/口播成立。,topic_title_hook：扁平臀臀凹陷就练这两个动作,hip_glute_shape,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,single_action_tts_teaching,action_repackaging_reference_candidate,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_107,ai_needed_107,新手练八爪鱼只需一个瑜伽小球6.11.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 promise_action_hook，指向 hip_glute_shape，且核心资产是 visible_action_or_prop_demo；待多模态复核后才能确认画面/口播成立。,promise_action_hook：新手练八爪鱼只需一个瑜伽小球,hip_glute_shape,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,single_action_tts_teaching,action_repackaging_reference_candidate,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_108,ai_needed_108,日常练习10分钟练出灵动的蜜桃臀6.3.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 promise_action_hook，指向 hip_glute_shape，且核心资产是 visible_action_or_prop_demo；待多模态复核后才能确认画面/口播成立。,promise_action_hook：日常练习10分钟练出灵动的蜜桃臀,hip_glute_shape,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,single_action_tts_teaching,action_repackaging_reference_candidate,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_109,ai_needed_109,松弛漏氵.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 pain_point_hook，指向 leakage_embarrassment；pelvic_floor，且核心资产是 result_or_problem_statement；待多模态复核后才能确认画面/口播成立。,pain_point_hook：松弛漏水,leakage_embarrassment；pelvic_floor,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,problem_hook_reference,positive_reference_title_metadata_only,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_110,ai_needed_110,每天十分钟.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 promise_action_hook，指向 general_body_management，且核心资产是 result_or_problem_statement；待多模态复核后才能确认画面/口播成立。,promise_action_hook：每天十分钟,general_body_management,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,problem_hook_reference,positive_reference_title_metadata_only,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_111,ai_needed_111,每天坚持这个动作让你越练越J致6.9.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 promise_action_hook，指向 general_body_management，且核心资产是 visible_action_or_prop_demo；待多模态复核后才能确认画面/口播成立。,promise_action_hook：每天坚持这个动作让你越练越紧致,general_body_management,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,single_action_tts_teaching,action_repackaging_reference_candidate,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_112,ai_needed_112,每天睡前练习盆底肌会越练越紧6.3（4）.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 promise_action_hook，指向 pelvic_floor，且核心资产是 visible_action_or_prop_demo；待多模态复核后才能确认画面/口播成立。,promise_action_hook：每天睡前练习盆底肌会越练越紧,pelvic_floor,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,single_action_tts_teaching,action_repackaging_reference_candidate,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_113,ai_needed_113,每天碎片10分钟告别“小腹婆”.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 promise_action_hook，指向 belly_core_pressure，且核心资产是 result_or_problem_statement；待多模态复核后才能确认画面/口播成立。,promise_action_hook：每天碎片10分钟告别“小腹婆”,belly_core_pressure,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,problem_hook_reference,positive_reference_title_metadata_only,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_114,ai_needed_114,每天练习5分钟腹直肌分离不见了6.11.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 promise_action_hook，指向 belly_core_pressure，且核心资产是 visible_action_or_prop_demo；待多模态复核后才能确认画面/口播成立。,promise_action_hook：每天练习5分钟腹直肌分离不见了,belly_core_pressure,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,single_action_tts_teaching,action_repackaging_reference_candidate,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_115,ai_needed_115,每天练习五组告别小腹凸出困扰.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 promise_action_hook，指向 belly_core_pressure，且核心资产是 visible_action_or_prop_demo；待多模态复核后才能确认画面/口播成立。,promise_action_hook：每天练习五组告别小腹凸出困扰,belly_core_pressure,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,single_action_tts_teaching,action_repackaging_reference_candidate,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_116,ai_needed_116,每天练习这个动作越练越有力量6.6.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 promise_action_hook，指向 general_body_management，且核心资产是 visible_action_or_prop_demo；待多模态复核后才能确认画面/口播成立。,promise_action_hook：每天练习这个动作越练越有力量,general_body_management,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,single_action_tts_teaching,action_repackaging_reference_candidate,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_117,ai_needed_117,每天练瑜伽小球告别跑跳漏水尴尬.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 pain_point_hook，指向 leakage_embarrassment，且核心资产是 visible_action_or_prop_demo；待多模态复核后才能确认画面/口播成立。,pain_point_hook：每天练瑜伽小球告别跑跳漏水尴尬,leakage_embarrassment,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,single_action_tts_teaching,action_repackaging_reference_candidate,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_118,ai_needed_118,王炸臀桥.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 topic_title_hook，指向 hip_glute_shape，且核心资产是 visible_action_or_prop_demo；待多模态复核后才能确认画面/口播成立。,topic_title_hook：王炸臀桥,hip_glute_shape,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,single_action_tts_teaching,action_repackaging_reference_candidate,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_119,ai_needed_119,甩掉小肚腩.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 topic_title_hook，指向 general_body_management，且核心资产是 result_or_problem_statement；待多模态复核后才能确认画面/口播成立。,topic_title_hook：甩掉小肚腩,general_body_management,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,problem_hook_reference,positive_reference_title_metadata_only,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_120,ai_needed_120,疼痛不舒服的这个动作帮你改变.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 pain_point_hook，指向 general_body_management，且核心资产是 visible_action_or_prop_demo；待多模态复核后才能确认画面/口播成立。,pain_point_hook：疼痛不舒服的这个动作帮你改变,general_body_management,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,single_action_tts_teaching,action_repackaging_reference_candidate,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_121,ai_needed_121,盆底肌没有感觉就练这个动作6.5（2）.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 topic_title_hook，指向 pelvic_floor，且核心资产是 visible_action_or_prop_demo；待多模态复核后才能确认画面/口播成立。,topic_title_hook：盆底肌没有感觉就练这个动作,pelvic_floor,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,single_action_tts_teaching,action_repackaging_reference_candidate,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_122,ai_needed_122,盆底高张多练这个动作.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 topic_title_hook，指向 pelvic_floor，且核心资产是 visible_action_or_prop_demo；待多模态复核后才能确认画面/口播成立。,topic_title_hook：盆底高张多练这个动作,pelvic_floor,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,single_action_tts_teaching,action_repackaging_reference_candidate,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_123,ai_needed_123,盆盆底松C一个小球让你紧致.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 topic_title_hook，指向 pelvic_floor，且核心资产是 visible_action_or_prop_demo；待多模态复核后才能确认画面/口播成立。,topic_title_hook：盆盆底松C一个小球让你紧致,pelvic_floor,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,single_action_tts_teaching,action_repackaging_reference_candidate,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_124,ai_needed_124,盆盆底松松的一个小球帮你改变.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 topic_title_hook，指向 pelvic_floor，且核心资产是 visible_action_or_prop_demo；待多模态复核后才能确认画面/口播成立。,topic_title_hook：盆盆底松松的一个小球帮你改变,pelvic_floor,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,single_action_tts_teaching,action_repackaging_reference_candidate,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_125,ai_needed_125,腹横肌.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 topic_title_hook，指向 belly_core_pressure，且核心资产是 result_or_problem_statement；待多模态复核后才能确认画面/口播成立。,topic_title_hook：腹横肌,belly_core_pressure,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,problem_hook_reference,positive_reference_title_metadata_only,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_126,ai_needed_126,蝴蝶开合式让你收盆底提耻骨6.3（3）.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 topic_title_hook，指向 pelvic_floor，且核心资产是 visible_action_or_prop_demo；待多模态复核后才能确认画面/口播成立。,topic_title_hook：蝴蝶开合式让你收盆底提耻骨,pelvic_floor,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,single_action_tts_teaching,action_repackaging_reference_candidate,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_127,ai_needed_127,跑跳漏水尴尬一个小球告别困扰.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 pain_point_hook，指向 leakage_embarrassment，且核心资产是 visible_action_or_prop_demo；待多模态复核后才能确认画面/口播成立。,pain_point_hook：跑跳漏水尴尬一个小球告别困扰,leakage_embarrassment,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,single_action_tts_teaching,action_repackaging_reference_candidate,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_128,ai_needed_128,跑跳漏水尴尬一个小球告别尴尬.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 pain_point_hook，指向 leakage_embarrassment，且核心资产是 visible_action_or_prop_demo；待多模态复核后才能确认画面/口播成立。,pain_point_hook：跑跳漏水尴尬一个小球告别尴尬,leakage_embarrassment,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,single_action_tts_teaching,action_repackaging_reference_candidate,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_129,ai_needed_129,跑跳漏水尴尬就练这几个动作6.16.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 pain_point_hook，指向 leakage_embarrassment，且核心资产是 visible_action_or_prop_demo；待多模态复核后才能确认画面/口播成立。,pain_point_hook：跑跳漏水尴尬就练这几个动作,leakage_embarrassment,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,single_action_tts_teaching,action_repackaging_reference_candidate,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
